line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_origin,customs_office,origin_origin,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,origin,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
123,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Fruits verts,fruits verts,3248,,,unité manquante,,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,,,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,10,fruits verts,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,33,"Fruits ; divers ; amandes, pelures, raisins, prunes",Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits frais,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,3248,0,0,
124,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Graines de lin,graine de lin,49768.559,414738,livres,livres,.12,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,en quintal,-.56,,,,,,,,La Rochelle,Saintonge,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,29,graine de lin,2,x,,0,Hors Canada,,0,not a medical product,584,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graines grasses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,203014.25,.24514811,0,0,0,1,1,1,49768,0,0,-.5588876
125,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Graines comestibles meteil,graine comestible méteil,2137.2,17810,livres,livres,.12,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,en quintal,-.2,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,grains méteil,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,48,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,8717.9951,.24514811,0,0,0,1,1,1,2137,0,0,-.19995223
126,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Orge,orge,400,4000,livres,livres,.1,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,414,grains orge,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,593,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,1958,.20429011,0,0,0,1,1,0,400,0,0,-5.9604645e-06
127,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Avoine,avoine,976,12200,livres,livres,.079999998,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,495,avoine,0a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,420,,Menus grains (3),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,5971.8999,.16343208,0,0,0,1,1,0,976,0,0,.0000218153
128,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Légumes feves,légumes fèves,120.00001,800,livres,livres,.15000001,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,7,fèves,0a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,656,,Substituts (4),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Légumes,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,391.59998,.30643517,0,0,0,1,1,1,120,0,0,-4.7683716e-06
129,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Liège en planches,liège en planches,600,2000,livres,livres,.30000001,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Saintonge,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,34,liège en planches,6b,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,338,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,livres,1,kg,.48949999,0,979,.61287034,0,0,0,1,1,0,600,0,0,-.000023841858
13,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Orge,orge,210.00002,2800,livres,livres,.075000003,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,414,grains orge,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,593,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,1370.6,.15321758,0,0,0,1,1,1,210,0,0,-8.3446503e-06
130,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Marchandises à la valeur,marchandises à la valeur,619,,,unité manquante,,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,252,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,619,0,0,
131,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Marchandises à la valeur,marchandises à la valeur,137,,,unité manquante,,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,252,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,137,0,0,
132,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Ouvrages divers en bois,ouvrages divers en bois,3636,,,unité manquante,,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,120,ouvrages de bois,6b,x,,0,Peut-être Canada,,0,not a medical product,2,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,3636,0,0,
133,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Ouvrages divers de terre cuite,ouvrages divers de terre cuite,1003,,,unité manquante,,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,5,ouvrages de terre cuite,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,106,,Pas grain (0),not raw cotton,out,Not coffee,Substitut 2 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,1003,0,0,
134,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Papier,papier,2800,280,rames,rames,10,1789,La Rochelle,Charente,Angoumois,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Angoumois,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,391,papier,6c,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,475,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Papier,No link with beaver,,,,Papier,Paper products,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,rames,1,feuilles,500,1,140000,.02,0,0,0,1,1,0,2800,0,0,0
135,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Peaux de chevaux apprétées,peaux de cheval apprêtées,400,400,pièces,pièces,1,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,0,,,,,,,,La Rochelle,Saintonge,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,1,peaux apprêtées de cheval,6a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Cuirs, peaux et pelleterie",No link with beaver,,,,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,400,1,0,0,0,1,1,0,400,0,0,0
136,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Pommes de terre pour ?,pommes de terre pour ???,105,7,charetés,charretées,15,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,pommes de terre,0a,,,0,Exclusivement Canada,,0,not a medical product,35,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,charretées,1,litres,1920,0,13440,.0078125,0,0,0,1,1,0,105,0,0,0
137,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Pierres,pierres,6538,16345,pièces,pièces,.40000001,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,0,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,14,pierres,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,86,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,pièces,1,nombre,1,0,16345,.40000001,0,0,0,1,1,0,6538,0,0,-.000097423792
138,National toutes directions partenaires manquants,1789,La Rochelle,Lorient,Lorient,Exports,Pierres,pierres,3044,7610,pièces,pièces,.40000001,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,0,,,,,,,,La Rochelle,Saintonge,Lorient,France,Lorient,France,France,Not Outre-mers,14,pierres,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,86,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,pièces,1,nombre,1,0,7610,.40000001,0,0,0,1,1,0,3044,0,0,-.000045359135
139,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Exports,Vin,vin,125,1.13,muids,muids,110.61947,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,723,vin,1,x,Vin de France,0,Hors Canada,,0,not a medical product,844,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,muids,1,litres,268.21439,1,303.08224,,0,0,0,1,1,0,125,1,0,9.0894446e-07
14,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Futailles,futailles,384,96,pièces,pièces,4,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,96,4,0,0,0,1,1,0,384,0,0,0
140,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Vin,vin,6000,166.67,muids,muids,35.999279,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,723,vin,1,x,Vin de France,0,Hors Canada,,0,not a medical product,844,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,muids,1,litres,268.21439,1,44703.293,,0,0,0,1,1,0,6000,1,0,.00023128378
141,National toutes directions partenaires manquants,1789,La Rochelle,Etats de l'Empereur,États de l'Empereur,Exports,Vin,vin,1026,28,muids,muids,36.642857,1789,La Rochelle,Charente,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,11,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,États de l'Empereur,Flandre et autres états de l'Empereur,États de l'Empereur,Flandres,États de l'Empereur,Not Outre-mers,723,vin,1,x,Vin de France,0,Hors Canada,,0,not a medical product,844,Vin ; de France,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Vins divers,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,muids,1,litres,268.21439,1,7510.0029,,0,0,0,1,1,0,1026,1,0,.000015258789
142,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Bois à bruler,bois à brûler,6192,,,unité manquante,,1789,La Rochelle,Marennes,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,9,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,44,bois pour brûler,3,x,,0,Peut-être Canada,,0,not a medical product,509,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Combustibles dont charbons et bois,No link with beaver,,,,Combustibles,Fuels,Other,non,Matières premières,Non-agricultural primary goods,Produits primaires,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,6192,0,0,
